,xcoord,ycoord
s_008um_00643_00537-1,5620.034366911173,19066.805782395502
s_008um_00476_00194-1,15561.112577090471,14040.7372853068
s_008um_00623_00481-1,7245.943451533757,18458.42933334448
s_008um_00527_00247-1,14035.732027747465,15553.011433969206
s_008um_00694_00176-1,16181.804720180722,20396.574863462305
s_008um_00599_00412-1,9249.734710592636,17727.52741789962
s_008um_00350_00293-1,12615.214212953546,10406.259983330374
s_008um_00422_00402-1,9464.150979582508,12556.551701024893
s_008um_00280_00305-1,12234.213192036132,8367.976614174826
s_008um_00122_00358-1,10617.494815899507,3778.672262705241
s_008um_00280_00494-1,6715.941954862209,8452.23503128033
s_008um_00268_00539-1,5396.956942594651,8121.99346969394
s_008um_00246_00127-1,17417.494290438066,7295.867117453494
s_008um_00169_00451-1,7922.653008956525,5192.538788532392
s_008um_00194_00612-1,3233.3927976117557,5994.384438309905
s_008um_00659_00614-1,3379.538711268741,19567.64130018845
s_008um_00282_00258-1,13607.52390342851,8405.412697464737
s_008um_00048_00411-1,9037.520746758782,1641.8493422488625
s_008um_00402_00319-1,11878.769440376518,11935.87540213264
s_008um_00249_00267-1,13330.293975615677,7445.955973485815
s_008um_00225_00186-1,15685.245809111777,6709.0533621741715
s_008um_00559_00378-1,10224.839855814625,16544.98401708572
s_008um_00664_00557-1,5045.467659591819,19688.488949127917
s_008um_00178_00476-1,7196.696226350466,5466.47603566362
s_008um_00561_00471-1,7510.671218541899,16644.42119379163
s_008um_00419_00104-1,18164.573450757234,12336.74083559752
s_008um_00748_00478-1,7388.344880104248,22105.28093431073
s_008um_00372_00134-1,17267.958535712794,10977.853433155513
s_008um_00773_00435-1,8654.532329733713,22816.038514046577
s_008um_00495_00406-1,9379.345133106957,14689.232649165328
s_008um_00699_00463-1,7804.725168317568,20668.63957507002
s_008um_00729_00432-1,8722.827547594245,21530.586740570485
s_008um_00143_00396-1,9517.122472836329,4408.83022653457
s_008um_00140_00276-1,13019.848857530305,4267.482960702147
s_008um_00235_00543-1,5265.6885978097125,7160.439314977511
s_008um_00483_00118-1,17783.583108601943,14211.4371652055
s_008um_00370_00707-1,537.8994552919435,11174.115110842646
s_008um_00541_00324-1,11793.566938332417,15995.717384791798
s_008um_00243_00270-1,13240.068021433506,7272.11698376268
s_008um_00102_00438-1,8272.83784853074,3230.608396757776
s_008um_00450_00157-1,16630.265043723237,13265.299450459705
s_008um_00550_00184-1,15885.404762783168,16196.585669258091
s_008um_00397_00662-1,1863.2363610722223,11942.194918992898
s_008um_00159_00123-1,17496.41357726133,4753.736804302896
s_008um_00747_00381-1,10219.55656126561,22033.54841049399
s_008um_00705_00318-1,12040.459518287606,20780.052603058924
s_008um_00479_00518-1,6102.65439963434,14271.77880969725
s_008um_00338_00449-1,8055.148165121443,10125.338933722544
s_008um_00676_00362-1,10743.17341116563,19952.957794971884
s_008um_00397_00183-1,15847.879194231433,11729.515189754584
s_008um_00386_00393-1,9711.149114514543,11501.659176415777
s_008um_00479_00608-1,3475.5074713050285,14311.620582443367
s_008um_00515_00515-1,6206.033347112868,15321.224025350812
s_008um_00293_00503-1,6458.900286657061,8835.743591928584
s_008um_00266_00617-1,3119.11035537121,8098.393372098888
s_008um_00022_00233-1,14224.044195439223,802.6387632110262
s_008um_00222_00149-1,16764.51305182886,6604.927366362813
s_008um_00531_00688-1,1163.3763850406433,15864.670891894995
s_008um_00276_00513-1,6159.499090955803,8343.936343865897
s_008um_00298_00174-1,16067.533482324876,8835.112461413008
s_008um_00297_00451-1,7978.780432709643,8929.344406109389
s_008um_00491_00667-1,1758.683681723603,14687.969429743138
s_008um_00441_00439-1,8392.251789809621,13127.584779942892
s_008um_00130_00567-1,4518.911577133979,4105.89825418847
s_008um_00335_00550-1,5105.270122250054,10082.70010666388
s_008um_00192_00579-1,4195.849140820172,5921.247078773473
s_008um_00752_00514-1,6339.25177005769,22237.805164918256
s_008um_00294_00303-1,12298.734298829682,8775.816417924047
s_008um_00408_00394-1,9691.587791103273,12144.322294101761
s_008um_00298_00213-1,14928.604440838279,8852.492084660427
s_008um_00558_00299-1,12530.938429381766,16480.91010531089
s_008um_00688_00619-1,3246.356875608456,20416.160500960414
s_008um_00362_00515-1,6138.867602017754,10855.279202188984
s_008um_00457_00580-1,4283.145748883278,13657.097141476823
s_008um_00413_00473-1,7387.37067667909,12325.336789763576
s_008um_00526_00474-1,7407.74213629911,15624.167182382655
s_008um_00166_00536-1,5439.734674661938,5142.992753702544
s_008um_00114_00188-1,15578.414055679485,3468.863597186038
s_008um_00451_00110-1,18003.280254596433,13273.65817105653
s_008um_00674_00165-1,16494.293019140372,19807.935418196925
s_008um_00566_00424-1,8884.948360486018,16769.61332903279
s_008um_00153_00546-1,5142.084512716587,4767.950412631551
s_008um_00591_00577-1,4429.609818295219,17566.788756552123
s_008um_00263_00388-1,9803.266679852273,7908.681682676044
s_008um_00258_00665-1,1714.4684539190416,7886.277242964872
s_008um_00615_00459-1,7884.6621228084505,18215.24302377702
s_008um_00392_00312-1,12078.787820572807,11640.8372751734
s_008um_00166_00323-1,11658.753620921874,5047.665596823736
s_008um_00274_00363-1,10538.033643149634,8218.669266089286
s_008um_00450_00702-1,719.0839369126763,13506.839255019298
s_008um_00235_00149-1,16770.179700865825,6984.507910751771
s_008um_00425_00109-1,18021.1618963704,12514.134096114998
s_008um_00236_00221-1,14667.92030967318,7045.860476072162
s_008um_00587_00615-1,3318.6854707255206,17466.805091508926
s_008um_00041_00393-1,9560.038650869268,1429.3746283717032
s_008um_00260_00451-1,7962.556546142557,7849.203783060521
s_008um_00237_00452-1,7923.275252180536,7178.199270676947
s_008um_00561_00664-1,1877.0631389724554,16729.61678430218
s_008um_00260_00337-1,11291.07628931333,7798.346005014532
s_008um_00585_00444-1,8309.403064562068,17333.01072009671
s_008um_00297_00119-1,17673.358432545756,8781.403793433357
s_008um_00539_00241-1,14216.17013331738,15900.659381958281
s_008um_00249_00379-1,10059.917020095045,7495.944089598528
s_008um_00395_00469-1,7496.251324242364,11798.13289532955
s_008um_00669_00201-1,15440.897851216756,19677.82145473622
s_008um_00067_00301-1,12257.88592337079,2147.201287989302
s_008um_00640_00608-1,3546.3088154756533,19010.505297099146
s_008um_00528_00107-1,18124.42481991127,15520.307305173548
s_008um_00206_00631-1,2684.0407029211674,6353.17736331454
s_008um_00312_00221-1,14701.094630371124,9264.801709669933
s_008um_00202_00276-1,13046.94317551996,6077.732458393413
s_008um_00703_00585-1,4245.326068752751,20838.972179901786
s_008um_00376_00430-1,8626.517133914043,11226.178885893289
s_008um_00382_00106-1,18090.05076523309,11257.37194510839
s_008um_00365_00564-1,4709.766032204246,10964.628483812321
s_008um_00181_00590-1,3869.8966749764263,5605.047564615462
s_008um_00408_00373-1,10304.716108178936,12135.001292694864
s_008um_00274_00462-1,7647.544618234659,8262.813135247365
s_008um_00613_00239-1,14306.876649937309,18059.90821712129
s_008um_00584_00482-1,7199.643798626147,17320.585723847624
s_008um_00113_00341-1,11109.95800386069,3508.274195720274
s_008um_00176_00296-1,12451.55021550582,5327.553022163172
s_008um_00388_00246-1,14004.23448218067,11494.74667930729
s_008um_00256_00592-1,3844.490678006253,7795.333713214783
s_008um_00165_00524-1,5789.62614695784,5108.428903701952
s_008um_00289_00640-1,2457.854511106448,8780.022081519275
s_008um_00418_00692-1,996.8544283889063,12568.438989448096
s_008um_00529_00633-1,2767.78759349667,15781.99791343328
s_008um_00624_00414-1,9202.29853341284,18458.10107715909
s_008um_00216_00296-1,12469.037045472794,6495.425982087808
s_008um_00567_00594-1,3922.847735278531,16873.833332805236
s_008um_00158_00367-1,10370.458322091123,4833.788632471986
s_008um_00383_00390-1,9797.424922395337,11412.750449397781
s_008um_00134_00106-1,17982.042330739667,4016.1089016338865
s_008um_00344_00342-1,11181.833557149286,10252.89334296457
s_008um_00397_00423-1,8840.088509298257,11836.090312423888
s_008um_00409_00625-1,2948.5006520145635,12276.027890855465
s_008um_00303_00123-1,17559.150265956094,8958.372343597308
s_008um_00437_00307-1,12244.457030558102,12952.292306716861
s_008um_00534_00196-1,15528.01033458311,15734.811039954053
s_008um_00406_00159-1,16552.67798528112,11981.613841906606
s_008um_00248_00340-1,11198.228192836825,7449.34295328672
s_008um_00486_00095-1,18456.589482983687,14288.83636875752
s_008um_00369_00176-1,16040.088905953946,10908.936312028483
s_008um_00038_00315-1,11836.376680637419,1306.7159584257565
s_008um_00122_00335-1,11289.098806506632,3768.362314638475
s_008um_00506_00151-1,16829.89170432238,14897.507042556821
s_008um_00175_00225-1,14524.478562747361,5266.584324149026
s_008um_00410_00300-1,12437.045492848398,12160.984127517237
s_008um_00085_00262-1,13404.652596534386,2655.2755257819395
s_008um_00687_00108-1,18164.456309093213,20162.346314759947
s_008um_00686_00116-1,17930.40133052791,20136.673048913457
s_008um_00400_00164-1,16404.045353089423,11808.66266056075
s_008um_00769_00511-1,6434.281710227582,22732.610017849955
s_008um_00596_00197-1,15525.854830435468,17545.14589573095
s_008um_00529_00688-1,1162.4954729819683,15806.30106224907
s_008um_00048_00281-1,12833.628122009028,1583.428188103336
s_008um_00628_00623-1,3103.2172661498917,18666.899348482326
s_008um_00194_00509-1,6240.276957515597,5948.337759348444
s_008um_00414_00704-1,644.8485875613401,12457.014960814131
s_008um_00203_00235-1,14244.672100969818,6088.600051218286
s_008um_00071_00332-1,11354.387650087743,2277.9179499539127
s_008um_00592_00156-1,16721.36301239593,17410.294233720244
s_008um_00647_00649-1,2352.7164424216344,19232.837627950667
s_008um_00758_00463-1,7830.594737474714,22390.54604818636
s_008um_00647_00102-1,18322.257177253025,18992.04911637832
s_008um_00179_00334-1,11343.237416227883,5432.14565104543
s_008um_00178_00274-1,13094.858902433743,5376.103911097565
s_008um_00525_00544-1,5363.87989313405,15625.919357134397
s_008um_00666_00599-1,3820.431064990496,19765.33023441253
s_008um_00484_00560-1,4878.818715223609,14436.310764488113
s_008um_00315_00135-1,17213.916597582447,9314.086899777578
s_008um_00548_00231-1,14512.098219480938,16158.965317573744
s_008um_00594_00537-1,5598.516835793404,17636.708203629736
s_008um_00277_00273-1,13167.320282976056,8266.121842589588
s_008um_00331_00490-1,6855.098929900357,9939.239617881603
s_008um_00498_00109-1,18052.952671273284,14645.368958558534
s_008um_00467_00582-1,4229.16104238387,13949.86057198073
s_008um_00526_00688-1,1161.1741028946922,15718.746185307635
s_008um_00722_00164-1,16544.41723723965,21208.61436550204
s_008um_00491_00145-1,16998.572251453075,14456.945375363826
s_008um_00376_00298-1,12480.5811491562,11167.523803194605
s_008um_00606_00501-1,6654.654042616634,17971.072716184262
s_008um_00359_00412-1,9144.592028195846,10721.91668754777
s_008um_00158_00112-1,17817.252965731346,4719.610717290231
s_008um_00732_00508-1,6505.6132628956975,21651.49544475047
s_008um_00135_00357-1,10652.384935813709,4157.786073245459
s_008um_00516_00409-1,9300.959103095873,15303.542258531837
s_008um_00553_00515-1,6222.714071197186,16430.34882200797
s_008um_00641_00412-1,9268.1331096866,18953.404665614642
s_008um_00247_00256-1,13650.638650308916,7382.653075786722
s_008um_00662_00450-1,8167.999774831242,19583.049441805106
s_008um_00447_00674-1,1534.9981320158854,13406.873502187038
s_008um_00566_00234-1,14432.356053557318,16685.735759163977
s_008um_00540_00581-1,4290.437706334281,16080.07033211181
s_008um_00665_00566-1,4783.2062543823495,19721.632031852885
s_008um_00126_00241-1,14035.829139078367,3843.0191991741635
s_008um_00138_00244-1,13953.460115652759,4194.748967871745
s_008um_00690_00629-1,2955.3679859378417,20478.921086642793
s_008um_00169_00377-1,10083.284082953456,5159.423302673251
s_008um_00289_00298-1,12442.548938471025,8627.612675705319
s_008um_00695_00556-1,5088.274483987702,20592.762279941446
s_008um_00465_00681-1,1338.61438168724,13935.329294472267
s_008um_00038_00412-1,9003.939810264083,1350.3212067326142
s_008um_00711_00604-1,3694.2784526592936,21080.782346956785
s_008um_00405_00665-1,1779.1941793624912,12177.026975350991
s_008um_00605_00168-1,16376.609708376178,17795.079646249604
s_008um_00064_00200-1,15206.136903498282,2014.2356517768742
s_008um_00141_00134-1,17167.298095729177,4233.060345052547
s_008um_00331_00271-1,13249.316541483919,9841.776121349672
s_008um_00577_00484-1,7138.188891117742,17117.1579154503
s_008um_00622_00148-1,16968.05294605192,18282.519949435566
s_008um_00667_00297-1,12636.974753529264,19661.67676274515
s_008um_00691_00196-1,15596.493657012814,20317.797414920627
s_008um_00485_00289-1,12791.015802670607,14345.538062320196
s_008um_00512_00272-1,13299.195588007951,15126.191578335493
s_008um_00053_00212-1,14850.876252317394,1698.4202456684245
s_008um_00574_00094-1,18524.104349177698,16857.467101850165
s_008um_00218_00357-1,10688.714134266982,6581.073449151224
s_008um_00459_00390-1,9830.706880670523,13631.297356323195
s_008um_00671_00147-1,17018.607522328057,19712.445425183854
s_008um_00042_00349-1,10845.281875376033,1438.7958489202558
s_008um_00298_00264-1,13439.305460643574,8875.218219683522
s_008um_00177_00297-1,12422.78617168311,5357.197629482978
s_008um_00249_00541-1,5330.224865636992,7568.238018955916
s_008um_00535_00448-1,8170.7112648018,15875.372088226712
s_008um_00510_00487-1,7021.218357196205,15162.901935338921
s_008um_00636_00170-1,16331.722067700384,18700.8903659766
s_008um_00582_00493-1,6877.655243572378,17267.064026752363
s_008um_00722_00132-1,17478.850525767382,21194.56146228584
s_008um_00298_00239-1,14169.344100912684,8864.0781081737
s_008um_00280_00160-1,16468.54353610648,8303.322675113306
s_008um_00602_00390-1,9893.325362106312,17805.391835893777
s_008um_00576_00109-1,18086.919343945174,16922.47472841381
s_008um_00214_00512-1,6161.47381521118,6533.546421038861
s_008um_00343_00555-1,4962.824624046867,10318.447210464772
s_008um_00406_00421-1,8902.423264647061,12097.923781524258
s_008um_00338_00256-1,13690.387518938634,10039.464651235696
s_008um_00531_00496-1,6767.701451741699,15779.830643586687
s_008um_00034_00302-1,12214.254297532296,1184.073380321823
s_008um_00082_00165-1,16236.184309392438,2524.130918616923
s_008um_00303_00196-1,15427.236414332956,8990.89898848378
s_008um_00641_00509-1,6436.485703681512,18996.10904679685
s_008um_00167_00319-1,11775.99327644827,5075.072206075629
s_008um_00249_00477-1,7198.649925004592,7539.678910912451
s_008um_00365_00697-1,827.5689397246495,11023.733950712709
s_008um_00126_00155-1,16547.42933518236,3804.4682738002207
s_008um_00463_00505-1,6475.129164321822,13799.003404453948
s_008um_00662_00520-1,6124.6076383270165,19613.843729730874
s_008um_00459_00327-1,11670.112035206586,13603.382868299366
s_008um_00693_00242-1,14254.205939601128,20396.396594637587
s_008um_00458_00223-1,14706.417835175893,13528.104499844236
s_008um_00211_00310-1,12058.041003834001,6355.7002094428735
s_008um_00387_00433-1,8543.752236406235,11548.617764025357
s_008um_00495_00264-1,13525.363363010032,14626.391086840962
s_008um_00239_00121-1,17589.679949959827,7088.797554978282
s_008um_00159_00472-1,7305.144316839005,4909.989048110856
s_008um_00511_00238-1,14291.545278397763,15081.960475927885
s_008um_00331_00205-1,15176.626879959422,9812.399203656152
s_008um_00473_00405-1,9398.903577760339,14046.608736219383
s_008um_00319_00174-1,16076.691378693418,9448.243286271878
s_008um_00662_00175-1,16197.053121630894,19462.050160210692
s_008um_00453_00270-1,13331.818415394557,13402.969561234471
s_008um_00490_00393-1,9756.695064107857,14537.529448057863
s_008um_00542_00547-1,5283.7750343846865,16123.42455006501
s_008um_00693_00142-1,17174.20120664209,20352.438843494245
s_008um_00171_00439-1,8273.8911275961,5245.559065447857
s_008um_00592_00231-1,14531.304752672522,17443.378584245846
s_008um_00684_00557-1,5054.253472166134,20272.1765120309
s_008um_00470_00685-1,1224.0686295135868,14083.031000513203
s_008um_00298_00666-1,1702.892501482599,9054.311409931877
s_008um_00238_00613-1,3223.5566797109705,7279.2623631143015
s_008um_00619_00418-1,9083.333033075201,18313.92603059487
s_008um_00753_00507-1,6544.018979280986,22263.919226312082
s_008um_00537_00293-1,12696.948064951222,15865.256695434498
s_008um_00510_00548-1,5240.528503162568,15189.878106965958
s_008um_00562_00607-1,3541.1968601031294,16733.642772192095
s_008um_00278_00123-1,17548.258872082424,8228.427191781946
s_008um_00232_00593-1,3804.745978617886,7095.185651064487
s_008um_00549_00466-1,7651.37218254247,16291.959333391675
s_008um_00403_00591-1,3938.314453030576,12085.809243863032
s_008um_00143_00273-1,13108.7664402483,4353.733332073849
s_008um_00155_00308-1,12091.954556242063,4719.781677584505
s_008um_00497_00430-1,8679.54668161694,14758.231777700372
s_008um_00149_00483-1,6979.60178915987,4622.965986530451
s_008um_00720_00584-1,4281.985730057607,21334.649072620727
s_008um_00163_00589-1,3891.1743641131307,5079.130705830642
s_008um_00593_00483-1,7174.399824186932,17583.710037780424
s_008um_00681_00393-1,9840.334484475234,20112.52419727181
s_008um_00250_00259-1,13564.343757698616,7471.581616379703
s_008um_00628_00102-1,18313.984893041626,18437.40121352536
s_008um_00521_00664-1,1859.4532738611465,15562.213256442186
s_008um_00380_00667-1,1709.810320684102,11448.222885764939
s_008um_00517_00348-1,11082.340970045887,15305.758155688485
s_008um_00418_00269-1,13345.72745817355,12380.771166054987
s_008um_00388_00626-1,2910.0723164979745,11663.519680814048
s_008um_00679_00467-1,7679.188503060291,20086.68717924294
s_008um_00582_00203-1,15344.543837934738,17139.11400222648
s_008um_00451_00490-1,6907.753639853835,13442.088121733368
s_008um_00285_00638-1,2514.4738437909664,8662.37106168053
s_008um_00306_00508-1,6318.6375310888525,9217.464094433297
s_008um_00066_00221-1,14593.70906627394,2082.069673104644
s_008um_00207_00170-1,16144.666904075993,6176.333994031234
s_008um_00505_00667-1,1764.847656253183,15096.570654513262
s_008um_00062_00243-1,13949.47106561262,1975.1515502837415
s_008um_00171_00272-1,13150.203965111266,5170.826038550871
s_008um_00421_00683-1,1260.8611346014436,12652.00774706708
s_008um_00220_00258-1,13580.4405083862,6595.233761597991
s_008um_00466_00387-1,9921.360053028377,13834.30317188544
s_008um_00394_00263-1,13510.443942671385,11677.461777325683
s_008um_00028_00260-1,13438.155614711164,989.9868029569045
s_008um_00528_00553-1,5102.482684778191,15717.458385910597
s_008um_00585_00619-1,3201.053968747306,17410.199153573303
s_008um_00601_00328-1,11703.019003691894,17748.86715004511
s_008um_00519_00363-1,10645.268808932387,15370.771362928666
s_008um_00594_00407-1,9393.515370550182,17579.38260014333
s_008um_00448_00613-1,3315.9273963885466,13409.029510206226
s_008um_00261_00190-1,15584.134225025986,7761.954638588623
s_008um_00396_00579-1,4285.523667093209,11876.160923832624
s_008um_00682_00227-1,14687.384941348975,20068.72207101016
s_008um_00437_00164-1,16420.176433121516,12888.874514723302
s_008um_00272_00211-1,14975.663138673084,8092.490433576715
s_008um_00075_00462-1,7560.262079377865,2453.075969655652
s_008um_00597_00516-1,6212.837165517884,17715.00761774793
s_008um_00595_00622-1,3117.889103176707,17703.370922427323
s_008um_00434_00654-1,2113.030268743999,13018.579683640522
s_008um_00615_00225-1,14716.541508617409,18112.11827494371
s_008um_00679_00226-1,14715.274620564514,19980.714336617908
s_008um_00623_00657-1,2108.6618328573213,18535.95335450701
s_008um_00234_00185-1,15718.375843019227,6971.388011475683
s_008um_00585_00329-1,11666.824810452546,17282.27923714112
s_008um_00055_00395-1,9507.772670819899,1839.0444947351978
s_008um_00584_00519-1,6119.557684928855,17336.90665745439
s_008um_00184_00325-1,11608.226332517457,5574.102295885731
s_008um_00486_00210-1,15098.251847178235,14339.754717255624
s_008um_00634_00256-1,13819.66539799595,18680.388968567524
s_008um_00690_00425-1,8910.08707461597,20389.269159170846
s_008um_00096_00369-1,10284.915208954857,3024.4747142479487
s_008um_00266_00345-1,11060.108519767673,7977.084500324827
s_008um_00429_00164-1,16416.688662650104,12655.317245134385
s_008um_00636_00524-1,5996.432523281999,18856.784878489372
s_008um_00668_00466-1,7703.55665045071,19765.203921211894
s_008um_00016_00257-1,13520.524018359356,638.2316050939992
s_008um_00040_00147-1,16743.589111075904,1289.5868171498898
s_008um_00336_00360-1,10652.765833569278,10027.354317674126
s_008um_00166_00252-1,13732.066372761043,5015.885180706453
s_008um_00298_00533-1,5585.29152952901,8995.067479936453
s_008um_00085_00231-1,14309.96209021359,2641.3604736933466
s_008um_00737_00363-1,10740.67285177768,21733.790899477986
s_008um_00706_00355-1,10960.6651154533,20825.494638454395
s_008um_00365_00140-1,17089.681730193388,10776.147404648525
s_008um_00334_00614-1,3236.594514897817,10081.983191373845
s_008um_00716_00551-1,5243.443084004347,21203.42755952574
s_008um_00173_00543-1,5238.4523005163155,5350.479753067971
s_008um_00469_00559-1,4901.418894635764,13998.050609011283
s_008um_00469_00159-1,16580.14138990307,13820.877158256884
s_008um_00455_00601-1,3669.2789132334906,13608.025258066582
s_008um_00536_00269-1,13397.277399498296,15825.459217913813
s_008um_00156_00452-1,7887.7556347581585,4813.450959503024
s_008um_00689_00429-1,8792.87754018495,20361.84115778041
s_008um_00506_00296-1,12595.803899912515,14961.659244174165
s_008um_00482_00182-1,15914.152577343453,14210.58384200116
s_008um_00494_00624-1,3015.083644552925,14756.503129108136
s_008um_00428_00336-1,11393.771546359316,12702.423826534015
s_008um_00291_00175-1,16035.276877666496,8631.179535036183
s_008um_00115_00152-1,16630.25189975689,3481.9193780584455
s_008um_00708_00133-1,17443.55019535535,20786.338518817633
s_008um_00128_00113-1,17774.97773297989,3844.0415229951836
s_008um_00581_00105-1,18205.910643569197,17066.674047784523
s_008um_00501_00475-1,7367.583640191197,14894.89744638453
s_008um_00650_00251-1,13972.645000469422,19145.22081092457
s_008um_00668_00369-1,10535.308240221511,19722.537755639336
s_008um_00237_00297-1,12449.016758648017,7108.994483725186
s_008um_00624_00661-1,1992.3565663553206,18566.898776049107
s_008um_00077_00473-1,7239.973626880545,2516.406582046928
s_008um_00577_00129-1,17503.29139286375,16960.49546995183
s_008um_00518_00300-1,12484.255993947072,15313.722958966842
s_008um_00386_00689-1,1070.3199877768832,11633.119167000872
s_008um_00490_00679-1,1407.9983721428955,14664.093101462866
s_008um_00456_00443-1,8282.04911079306,13567.209707148131
s_008um_00633_00629-1,2930.292920735776,18815.461814184226
s_008um_00545_00400-1,9576.415620353942,16146.052767337207
s_008um_00395_00616-1,3205.0468554725003,11863.398392804214
s_008um_00509_00513-1,6261.783017270734,15145.212227002545
s_008um_00159_00353-1,10779.688338040636,4856.717440262101
s_008um_00635_00373-1,10404.084795841989,18761.10664921559
s_008um_00670_00281-1,13105.44116030416,19742.203970017716
s_008um_00020_00206-1,15011.70349230432,732.0901796426239
s_008um_00452_00421-1,8922.579785792279,13440.700131067353
s_008um_00383_00596-1,3783.5691897002184,11504.253538293002
s_008um_00256_00154-1,16633.308687379744,7599.901645649895
s_008um_00718_00474-1,7491.9514560754205,21227.988289854435
s_008um_00092_00295-1,12444.02847631797,2874.479006563865
s_008um_00156_00144-1,16881.773026675706,4675.5409012679565
s_008um_00239_00479-1,7135.872421834132,7248.6397088992435
s_008um_00442_00183-1,15867.505427271928,13043.272461532277
s_008um_00193_00129-1,17335.98930741227,5749.214668240122
s_008um_00161_00254-1,13671.47701091479,4870.790223654498
s_008um_00517_00641-1,2529.0042048601185,15435.303901373196
s_008um_00606_00436-1,8552.153507290835,17942.42176090214
s_008um_00631_00434-1,8621.496313691494,18671.221235624802
s_008um_00231_00130-1,17323.341145411363,6859.227224351075
s_008um_00487_00670-1,1669.3607931474535,14572.553132356257
s_008um_00644_00292-1,12772.90872194888,18988.135521440552
s_008um_00511_00597-1,3810.659844732317,15240.732903816432
s_008um_00191_00204-1,15144.738996642613,5724.362096871982
s_008um_00164_00424-1,8708.780686471806,5034.479491712596
s_008um_00049_00323-1,11607.574698224835,1631.5025966494932
s_008um_00584_00462-1,7783.491447667665,17311.76333589574
s_008um_00171_00132-1,17238.784159753202,5108.165585081615
s_008um_00589_00121-1,17742.1420347321,17307.27638340426
s_008um_00159_00120-1,17584.03366264117,4752.393415702968
s_008um_00144_00369-1,10305.930544286508,4425.93302332592
s_008um_00150_00225-1,14513.564359287275,4536.621704564562
s_008um_00638_00310-1,12244.738566460732,18820.92806139626
s_008um_00693_00313-1,12181.193790905501,20427.603820614306
s_008um_00570_00592-1,3982.544300496245,16960.507800641444
s_008um_00118_00368-1,10323.746852690781,3666.366518084257
s_008um_00192_00230-1,14385.884186266212,5765.188798621409
s_008um_00527_00265-1,13510.14216418863,15560.969092697307
s_008um_00575_00445-1,8275.826337550992,17041.57429131534
s_008um_00149_00139-1,17024.752780994753,4468.901734599995
s_008um_00217_00383-1,9929.111772147508,6563.49451126556
s_008um_00681_00535-1,5695.100199369593,20174.952640964275
s_008um_00586_00320-1,11930.033786082,17307.498263748905
s_008um_00511_00371-1,10408.197893743176,15140.788377110333
s_008um_00696_00199-1,15511.075268636123,20465.063825609006
s_008um_00220_00128-1,17376.959963378205,6537.1461840772345
s_008um_00750_00507-1,6542.702459872547,22176.36790073597
s_008um_00334_00299-1,12433.021214686161,9941.821542723383
s_008um_00385_00422-1,8864.025558207453,11485.348948638757
s_008um_00642_00467-1,7662.963272508196,19006.805350215815
s_008um_00592_00670-1,1715.5921509672853,17636.980524316474
s_008um_00535_00457-1,7907.970694996168,15879.349000644315
s_008um_00529_00656-1,2096.472438149033,15792.161217615872
s_008um_00464_00607-1,3498.1000200769545,13873.37007942995
s_008um_00208_00472-1,7326.640098316793,6340.51203888362
s_008um_00120_00132-1,17216.559811400402,3618.9537823131845
s_008um_00334_00331-1,11498.643439470956,9956.062283579777
s_008um_00559_00680-1,1409.1983026967007,16678.30984813423
s_008um_00729_00192-1,15729.866587460629,21425.233696090792
s_008um_00378_00650-1,2205.134008554477,11382.295850365283
s_008um_00598_00650-1,2301.964874793163,17803.26840649422
s_008um_00154_00528-1,5668.017798724139,4789.085929520483
s_008um_00436_00497-1,6696.82098933188,13007.349613966857
s_008um_00687_00173-1,16266.354281976684,20190.926361507874
s_008um_00741_00470-1,7618.80249976429,21897.480827351643
s_008um_00094_00231-1,14313.891842234358,2904.1578031155245
s_008um_00503_00592-1,3953.0892007479138,15005.027661208193
s_008um_00258_00568-1,4545.975846232482,7843.010566818124
s_008um_00201_00457-1,7761.507916173895,6129.449321913837
s_008um_00098_00207-1,15016.540539285254,3010.187689104182
s_008um_00358_00700-1,736.9225518971052,10820.753110619144
s_008um_00142_00358-1,10626.249247669182,4362.612355734225
s_008um_00289_00626-1,2866.5149283612,8773.784164893326
s_008um_00709_00433-1,8684.870980767724,20947.315999046306
s_008um_00768_00515-1,6317.084626602782,22705.179731360622
s_008um_00436_00327-1,11660.052499814705,12931.969077210932
s_008um_00432_00267-1,13410.243525744687,12788.588748500797
s_008um_00105_00233-1,14260.287242165954,3226.2497399088074
s_008um_00534_00425-1,8841.73237734908,15836.01983349409
s_008um_00262_00659-1,1891.3660611676512,8000.361595757346
s_008um_00472_00247-1,14011.715258921984,13947.439817819102
s_008um_00738_00484-1,7208.814252691862,21816.069774330022
s_008um_00757_00481-1,7304.720192642243,22369.254146897936
s_008um_00645_00602-1,3723.6344079332034,19153.785320198655
s_008um_00421_00462-1,7712.012907867992,12553.978621386816
s_008um_00544_00687-1,1198.2884677669676,16243.631429231033
s_008um_00733_00528-1,5922.258061117852,21689.455853056174
s_008um_00373_00382-1,10026.620098294816,11117.273644444012
s_008um_00373_00193-1,15545.383351352115,11033.274851378175
s_008um_00289_00538-1,5435.373901997178,8734.572321943111
s_008um_00170_00121-1,17559.619326477423,5074.041918630461
s_008um_00689_00379-1,10252.554778718606,20339.864067174258
s_008um_00472_00151-1,16815.072989089684,13904.915522375331
s_008um_00606_00212-1,15092.212113671429,17843.671310553003
s_008um_00365_00595-1,3804.8449964664233,10978.405677254888
s_008um_00347_00400-1,9489.69162794635,10366.272053650908
s_008um_00116_00292-1,12542.126460748706,3573.8970537984687
